timestamp,unix_ms,root_pid,pid_count,rss_kib,vsz_kib,swap_kib,pss_kib,phys_footprint_kib,mapped_regions
2025-08-26T18:41:43Z,1756233703391,58394,5,4688,820622272,,,4690,198
